Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Collateral_Type,Loan_Status
LP02674,Male,Yes,2,Not Graduate,Yes,9342,4927.31,162.0,360.0,0.0,None,Y
LP02675,Male,No,0,Not Graduate,Yes,4038,1688.58,462.7,360.0,0.0,None,N
LP02676,Male,No,0,Not Graduate,No,4800,1610.35,321.6,360.0,1.0,None,Y
LP02677,Male,Yes,1,Not Graduate,No,3657,557.66,392.4,240.0,0.0,Real Estate,Y
LP02678,Male,No,2,Graduate,No,5151,1878.36,127.9,360.0,1.0,Real Estate,N
LP02679,Female,No,2,Not Graduate,No,3465,7749.32,103.1,360.0,1.0,None,Y
LP02680,Female,Yes,0,Not Graduate,No,8480,6273.0,466.1,120.0,0.0,Real Estate,N
LP02681,Male,No,2,Not Graduate,No,7895,1422.02,415.9,360.0,1.0,Real Estate,N
LP02682,Female,Yes,3+,Not Graduate,No,5105,8857.45,348.1,360.0,0.0,Vehicle,N
LP02683,Female,No,0,Not Graduate,No,7980,4357.74,427.9,360.0,0.0,None,N
LP02684,Male,No,1,Not Graduate,No,10840,2893.53,406.7,360.0,1.0,None,Y
LP02685,Male,No,0,Not Graduate,No,7718,1767.52,349.8,360.0,1.0,None,Y
LP02686,Female,No,2,Not Graduate,No,3419,3289.59,378.5,360.0,0.0,Vehicle,N
LP02687,Male,Yes,1,Not Graduate,No,3441,9872.66,187.0,360.0,1.0,Vehicle,Y
LP02688,Female,No,0,Graduate,No,10113,2842.56,114.9,360.0,0.0,None,Y
LP02689,Male,Yes,3+,Graduate,No,8841,5831.01,251.0,360.0,0.0,Vehicle,N
LP02690,Male,No,3+,Graduate,Yes,6647,188.93,396.2,360.0,0.0,None,N
LP02691,Female,Yes,0,Not Graduate,No,4443,11202.92,496.8,180.0,0.0,Vehicle,N
LP02692,Male,No,3+,Not Graduate,No,6274,8319.07,237.8,360.0,1.0,Real Estate,Y
LP02693,Female,Yes,3+,Not Graduate,No,13055,11548.7,375.7,360.0,0.0,Real Estate,N
LP02694,Female,Yes,3+,Not Graduate,No,4466,4181.98,408.7,120.0,0.0,Vehicle,N
LP02695,Female,Yes,1,Not Graduate,Yes,10841,8161.34,323.3,360.0,0.0,Real Estate,N
LP02696,Female,Yes,3+,Not Graduate,No,3360,3361.73,384.1,360.0,0.0,Real Estate,N
LP02697,Female,No,3+,Not Graduate,No,9554,1626.97,228.5,360.0,0.0,None,Y
LP02698,Male,Yes,3+,Graduate,No,6630,8909.62,334.9,360.0,1.0,Vehicle,N
LP02699,Male,No,1,Graduate,No,3472,3095.57,407.1,360.0,1.0,Vehicle,Y
LP02700,Male,Yes,0,Graduate,No,4854,5203.14,225.4,240.0,0.0,Real Estate,N
LP02701,Female,Yes,2,Not Graduate,No,5296,1993.61,224.2,360.0,0.0,Real Estate,Y
LP02702,Male,Yes,3+,Not Graduate,No,13735,14780.74,367.2,360.0,1.0,Real Estate,N
LP02703,Female,Yes,0,Not Graduate,No,9903,5873.68,489.7,360.0,0.0,Real Estate,N
LP02704,Male,No,3+,Graduate,No,4687,2746.75,466.6,360.0,1.0,None,Y
LP02705,Male,No,1,Not Graduate,Yes,14975,7647.81,145.4,360.0,1.0,Vehicle,Y
LP02706,Female,Yes,0,Not Graduate,No,6922,2431.92,534.8,360.0,1.0,Vehicle,N
LP02707,Male,No,1,Graduate,No,5651,676.44,383.5,360.0,0.0,None,N
LP02708,Male,Yes,3+,Not Graduate,No,10252,5612.54,161.8,360.0,0.0,Vehicle,Y
LP02709,Female,Yes,3+,Not Graduate,Yes,5334,7713.14,241.3,360.0,0.0,Vehicle,N
LP02710,Female,Yes,1,Not Graduate,No,4723,8525.21,272.2,360.0,0.0,Vehicle,N
LP02711,Male,Yes,2,Not Graduate,Yes,6045,6495.9,156.6,360.0,0.0,Vehicle,Y
LP02712,Male,No,1,Not Graduate,No,3068,2010.12,279.5,360.0,1.0,Vehicle,Y
LP02713,Male,Yes,3+,Graduate,No,4943,8306.38,483.6,360.0,0.0,Vehicle,N
LP02714,Female,No,1,Not Graduate,No,5867,193.2,317.4,360.0,0.0,Vehicle,N
LP02715,Female,No,2,Not Graduate,No,5427,5360.82,283.7,240.0,0.0,Vehicle,N
LP02716,Male,Yes,1,Graduate,Yes,7094,8918.54,270.9,360.0,1.0,None,Y
LP02717,Female,Yes,2,Not Graduate,No,7057,4794.24,478.0,120.0,0.0,Real Estate,N
LP02718,Female,No,2,Not Graduate,No,9753,1911.67,272.4,360.0,0.0,Real Estate,N
LP02719,Female,Yes,1,Not Graduate,No,7667,2030.07,451.5,240.0,0.0,Real Estate,N
LP02720,Male,Yes,1,Not Graduate,Yes,6231,4388.55,314.2,360.0,0.0,Vehicle,Y
LP02721,Female,No,0,Not Graduate,No,6979,3591.63,167.0,120.0,0.0,None,Y
LP02722,Male,No,3+,Not Graduate,No,5491,6462.15,307.6,360.0,1.0,Real Estate,N
LP02723,Female,No,2,Graduate,Yes,5622,5385.81,311.1,360.0,0.0,None,Y
LP02724,Male,Yes,0,Graduate,No,4546,12421.72,226.8,120.0,1.0,Vehicle,Y
LP02725,Male,No,1,Not Graduate,No,7211,2198.36,384.1,360.0,0.0,None,Y
LP02726,Female,No,3+,Not Graduate,No,3032,533.43,272.3,360.0,0.0,Real Estate,N
LP02727,Female,No,0,Not Graduate,No,9931,2468.06,205.6,360.0,1.0,Real Estate,N
LP02728,Female,No,2,Not Graduate,Yes,7563,981.51,163.4,120.0,0.0,Vehicle,N
LP02729,Female,No,0,Not Graduate,No,4673,656.73,248.9,360.0,0.0,Real Estate,N
LP02730,Female,Yes,2,Not Graduate,No,6163,2082.93,377.5,360.0,0.0,Real Estate,Y
LP02731,Female,Yes,1,Not Graduate,No,4057,1513.88,323.9,360.0,0.0,None,N
LP02732,Female,Yes,3+,Not Graduate,No,10227,467.78,458.2,360.0,0.0,None,N
LP02733,Female,Yes,3+,Not Graduate,No,11992,2280.52,369.0,360.0,0.0,None,N
LP02734,Male,Yes,3+,Not Graduate,Yes,3260,5851.89,139.2,360.0,0.0,None,Y
LP02735,Male,No,1,Not Graduate,No,6961,1024.62,154.5,360.0,0.0,Vehicle,N
LP02736,Female,No,2,Not Graduate,No,4028,3557.79,390.7,120.0,0.0,None,Y
LP02737,Female,Yes,1,Not Graduate,No,6448,1068.47,502.4,360.0,0.0,None,N
LP02738,Female,Yes,3+,Not Graduate,Yes,5414,702.69,539.2,360.0,0.0,None,N
LP02739,Male,No,1,Not Graduate,No,3406,4816.18,218.7,360.0,1.0,Real Estate,N
LP02740,Female,No,1,Not Graduate,No,4573,4852.37,249.4,360.0,1.0,Real Estate,N
LP02741,Male,No,1,Not Graduate,Yes,4255,286.67,346.7,360.0,0.0,None,N
LP02742,Male,Yes,2,Graduate,No,9033,3532.59,273.2,360.0,0.0,Vehicle,N
LP02743,Male,No,0,Not Graduate,Yes,6487,5799.04,324.9,360.0,1.0,Vehicle,Y
LP02744,Female,Yes,0,Not Graduate,No,5278,6300.64,211.8,360.0,0.0,None,Y
LP02745,Female,Yes,1,Graduate,No,8975,3812.73,352.7,360.0,0.0,Real Estate,N
LP02746,Female,Yes,0,Not Graduate,No,3165,6159.73,537.3,360.0,0.0,Vehicle,Y
LP02747,Male,Yes,0,Not Graduate,No,3273,8933.66,136.7,360.0,1.0,Vehicle,N
LP02748,Male,No,1,Graduate,No,9588,5215.5,172.4,360.0,1.0,Real Estate,N
LP02749,Male,No,1,Not Graduate,No,8549,7172.18,388.3,360.0,0.0,None,Y
LP02750,Male,No,3+,Not Graduate,Yes,6814,4022.91,338.4,360.0,1.0,Real Estate,N
LP02751,Male,No,0,Graduate,No,9900,2400.12,390.1,360.0,1.0,Real Estate,N
LP02752,Male,No,2,Not Graduate,No,3715,4358.37,106.4,360.0,1.0,Real Estate,N
LP02753,Male,No,1,Graduate,No,6062,4043.76,335.2,360.0,1.0,Vehicle,N
LP02754,Male,Yes,3+,Not Graduate,No,6014,5099.5,104.8,360.0,0.0,Real Estate,Y
LP02755,Female,Yes,2,Not Graduate,No,10508,7912.3,292.2,360.0,0.0,Real Estate,N
LP02756,Male,Yes,0,Not Graduate,No,3468,4291.29,165.4,360.0,0.0,Vehicle,N
LP02757,Female,Yes,3+,Not Graduate,No,3719,14871.21,238.8,180.0,1.0,Real Estate,N
LP02758,Female,No,1,Not Graduate,No,4784,580.6,388.0,180.0,0.0,Real Estate,N
LP02759,Male,Yes,2,Graduate,No,8473,5477.77,134.1,360.0,0.0,None,Y
LP02760,Female,Yes,1,Not Graduate,No,5519,1405.75,424.3,360.0,0.0,None,Y
LP02761,Female,No,0,Not Graduate,No,6075,5002.47,233.1,360.0,0.0,None,Y
LP02762,Male,Yes,2,Not Graduate,No,4694,3004.45,288.1,360.0,0.0,Real Estate,Y
LP02763,Female,No,0,Not Graduate,No,3862,2736.39,166.9,360.0,0.0,Vehicle,N
LP02764,Male,Yes,0,Not Graduate,No,9844,11643.44,407.1,360.0,1.0,Vehicle,N
LP02765,Female,Yes,3+,Graduate,No,5816,2719.97,600.3,360.0,0.0,Vehicle,N
LP02766,Female,No,1,Not Graduate,No,3452,172.89,105.0,360.0,0.0,Vehicle,N
LP02767,Male,Yes,2,Not Graduate,No,9043,5717.07,145.7,360.0,0.0,Vehicle,Y
LP02768,Male,Yes,0,Graduate,No,9994,5681.19,202.0,360.0,1.0,Real Estate,N
LP02769,Female,Yes,0,Graduate,No,4666,5007.94,401.1,360.0,0.0,Vehicle,Y
LP02770,Male,No,2,Not Graduate,No,9064,3932.51,241.6,360.0,1.0,Vehicle,N
LP02771,Male,Yes,0,Not Graduate,No,7833,8268.48,147.1,360.0,0.0,Vehicle,N
LP02772,Female,No,3+,Not Graduate,No,5551,5862.15,385.4,360.0,0.0,Vehicle,N
LP02773,Female,Yes,3+,Graduate,No,5863,1561.18,390.9,360.0,0.0,Real Estate,N
LP02774,Male,No,3+,Not Graduate,Yes,3135,2940.52,139.7,360.0,1.0,Real Estate,Y
LP02775,Female,No,3+,Not Graduate,No,4128,2010.5,149.0,360.0,1.0,None,Y
LP02776,Male,No,0,Graduate,No,10958,6002.92,164.4,360.0,1.0,Vehicle,Y
LP02777,Male,No,2,Not Graduate,No,4693,3187.78,290.3,360.0,1.0,Real Estate,N
LP02778,Male,No,2,Not Graduate,No,6900,2731.26,143.4,180.0,1.0,None,N
LP02779,Female,No,2,Not Graduate,Yes,3541,2206.53,385.3,360.0,0.0,Real Estate,N
LP02780,Female,No,2,Not Graduate,Yes,4105,3287.32,177.2,360.0,1.0,Vehicle,N
LP02781,Female,Yes,1,Not Graduate,No,3623,3187.55,436.7,360.0,0.0,Vehicle,N
LP02782,Male,Yes,2,Not Graduate,No,3110,8576.06,346.2,180.0,1.0,Real Estate,N
LP02783,Female,No,1,Graduate,No,8686,11266.13,397.2,360.0,1.0,None,Y
LP02784,Male,Yes,1,Graduate,No,8140,6147.89,209.8,120.0,1.0,Vehicle,N
LP02785,Female,Yes,3+,Not Graduate,Yes,6885,13730.45,533.1,360.0,1.0,Real Estate,N
LP02786,Male,No,1,Graduate,No,4893,165.76,154.6,360.0,0.0,Vehicle,N
LP02787,Female,Yes,0,Not Graduate,Yes,9040,7649.95,455.3,120.0,0.0,Real Estate,N
LP02788,Female,Yes,1,Not Graduate,No,9442,881.35,362.2,360.0,0.0,Real Estate,N
LP02789,Male,No,3+,Graduate,No,11141,7191.56,271.7,360.0,0.0,None,Y
LP02790,Female,Yes,1,Graduate,Yes,8660,5212.8,384.1,360.0,0.0,Real Estate,N
LP02791,Male,No,0,Graduate,No,8274,3528.82,230.2,360.0,1.0,Real Estate,N
LP02792,Female,Yes,0,Not Graduate,No,5695,8718.03,566.1,360.0,1.0,Real Estate,N
LP02793,Female,No,0,Not Graduate,No,6839,1575.41,139.1,360.0,0.0,None,Y
LP02794,Male,No,3+,Not Graduate,No,7086,5767.47,194.5,360.0,1.0,Vehicle,Y
LP02795,Female,Yes,3+,Graduate,No,11432,16586.63,192.5,360.0,0.0,Real Estate,N
LP02796,Male,Yes,2,Graduate,No,9164,6031.95,188.1,120.0,0.0,None,Y
LP02797,Male,No,3+,Not Graduate,No,9428,5849.22,263.4,360.0,0.0,Vehicle,N
LP02798,Male,No,0,Not Graduate,No,5303,6747.63,168.2,360.0,1.0,Vehicle,N
LP02799,Female,Yes,0,Not Graduate,No,5390,4225.42,388.7,360.0,0.0,Real Estate,N
LP02800,Male,No,3+,Not Graduate,Yes,6177,5106.21,280.4,360.0,0.0,Vehicle,Y
LP02801,Male,No,1,Not Graduate,Yes,3668,6682.93,125.5,360.0,0.0,Real Estate,N
LP02802,Female,Yes,3+,Graduate,No,5470,6984.33,682.6,240.0,0.0,Real Estate,N
LP02803,Male,No,3+,Not Graduate,No,8363,9443.9,113.0,360.0,1.0,Real Estate,N
LP02804,Female,Yes,0,Not Graduate,No,8330,3546.9,398.2,360.0,0.0,Vehicle,Y
LP02805,Male,Yes,2,Not Graduate,No,3362,2340.41,187.1,360.0,0.0,None,N
LP02806,Female,No,0,Not Graduate,Yes,4875,5280.94,136.1,360.0,0.0,None,Y
LP02807,Male,No,2,Not Graduate,No,11071,6013.68,347.0,180.0,1.0,Real Estate,N
LP02808,Female,No,0,Not Graduate,Yes,6693,5524.38,327.6,360.0,0.0,None,Y
LP02809,Female,No,3+,Not Graduate,No,4050,1380.07,339.5,360.0,0.0,None,Y
LP02810,Male,No,0,Not Graduate,No,4628,802.5,298.0,360.0,1.0,Real Estate,N
LP02811,Male,No,0,Graduate,No,4944,3944.35,202.4,360.0,1.0,Real Estate,N
LP02812,Male,Yes,0,Graduate,No,12989,1470.64,171.2,360.0,0.0,Vehicle,N
LP02813,Female,Yes,3+,Not Graduate,No,3357,3907.15,319.7,360.0,0.0,Vehicle,N
LP02814,Male,No,3+,Not Graduate,Yes,6136,4324.69,244.2,360.0,1.0,None,Y
LP02815,Male,Yes,3+,Graduate,No,7645,17.55,186.1,360.0,0.0,Vehicle,Y
LP02816,Male,Yes,3+,Not Graduate,No,7660,9898.11,172.8,360.0,0.0,Vehicle,N
LP02817,Female,No,2,Not Graduate,No,4200,7213.56,169.0,120.0,0.0,Vehicle,Y
LP02818,Male,No,2,Graduate,No,3824,8190.38,344.2,120.0,1.0,Real Estate,N
LP02819,Female,Yes,1,Not Graduate,No,3400,6381.31,421.7,360.0,0.0,Vehicle,N
LP02820,Male,Yes,3+,Graduate,Yes,3922,4148.12,108.6,360.0,1.0,Vehicle,Y
LP02821,Female,No,2,Not Graduate,No,14802,4389.85,245.3,360.0,1.0,Real Estate,N
LP02822,Female,No,0,Graduate,No,4026,231.19,333.7,360.0,1.0,None,Y
LP02823,Female,No,3+,Not Graduate,Yes,3398,555.49,105.4,360.0,0.0,Vehicle,N
LP02824,Male,No,1,Not Graduate,No,3058,5436.54,167.6,360.0,1.0,Real Estate,N
LP02825,Female,Yes,1,Not Graduate,No,8372,9244.32,277.2,180.0,0.0,Real Estate,N
LP02826,Male,Yes,1,Not Graduate,No,3940,405.07,331.8,120.0,0.0,Vehicle,Y
LP02827,Male,No,0,Not Graduate,No,4399,2682.59,236.2,360.0,1.0,Real Estate,N
LP02828,Male,Yes,2,Not Graduate,No,6106,7354.65,140.8,360.0,1.0,Real Estate,Y
LP02829,Male,Yes,0,Graduate,Yes,3689,6329.32,171.3,360.0,0.0,Real Estate,N
LP02830,Female,No,3+,Not Graduate,No,10344,3493.01,229.5,360.0,0.0,Real Estate,N
LP02831,Female,Yes,1,Graduate,No,5372,13638.03,308.9,360.0,1.0,Real Estate,N
LP02832,Male,No,0,Graduate,Yes,3696,3028.33,329.0,360.0,0.0,Real Estate,N
LP02833,Male,No,0,Not Graduate,No,14910,5646.68,349.1,180.0,1.0,None,N
LP02834,Female,No,2,Not Graduate,No,10735,6598.64,429.1,360.0,0.0,None,N
LP02835,Male,No,2,Not Graduate,No,3496,7147.09,284.9,360.0,0.0,Real Estate,Y
LP02836,Male,Yes,1,Not Graduate,No,6301,7071.56,188.2,360.0,0.0,Vehicle,Y
LP02837,Female,Yes,0,Not Graduate,Yes,8658,11765.98,469.8,360.0,1.0,Real Estate,N
LP02838,Female,Yes,0,Not Graduate,No,4754,3619.19,367.7,360.0,1.0,Vehicle,Y
LP02839,Male,Yes,2,Graduate,No,3926,3302.52,430.1,180.0,0.0,None,Y
LP02840,Male,No,0,Not Graduate,No,4479,192.14,210.8,360.0,0.0,None,Y
LP02841,Female,Yes,0,Not Graduate,No,13949,4380.13,550.1,360.0,0.0,Vehicle,N
LP02842,Male,No,0,Not Graduate,No,4155,9709.23,397.8,360.0,0.0,Real Estate,N
LP02843,Female,Yes,2,Not Graduate,No,3151,5598.36,483.8,360.0,0.0,Real Estate,N
LP02844,Male,Yes,1,Not Graduate,No,4633,14877.11,122.9,360.0,0.0,Real Estate,Y
LP02845,Female,Yes,3+,Not Graduate,No,4131,3713.36,510.1,360.0,0.0,Vehicle,N
LP02846,Female,No,1,Not Graduate,Yes,8227,998.6,162.7,360.0,1.0,Real Estate,N
LP02847,Male,Yes,3+,Not Graduate,No,4104,13246.84,281.3,360.0,0.0,Real Estate,N
LP02848,Male,No,0,Not Graduate,No,3088,390.96,515.2,360.0,1.0,None,N
LP02849,Male,Yes,1,Graduate,Yes,4988,6071.8,126.7,360.0,0.0,None,Y
LP02850,Female,No,3+,Not Graduate,Yes,7603,2781.78,414.1,360.0,1.0,Real Estate,N
LP02851,Male,Yes,2,Not Graduate,No,6970,11342.46,198.2,360.0,0.0,Real Estate,Y
LP02852,Male,Yes,2,Not Graduate,No,13157,4573.34,314.9,360.0,0.0,Vehicle,Y
LP02853,Male,Yes,1,Graduate,No,9098,7899.19,385.5,360.0,0.0,Real Estate,N
LP02854,Female,Yes,1,Not Graduate,No,4248,1732.18,618.9,360.0,1.0,Vehicle,N
LP02855,Male,Yes,0,Graduate,No,6355,6847.13,172.5,360.0,0.0,Real Estate,Y
LP02856,Male,No,1,Not Graduate,No,7367,3362.18,306.5,360.0,1.0,Real Estate,N
LP02857,Male,Yes,0,Graduate,No,11324,5462.63,253.9,360.0,0.0,Real Estate,N
LP02858,Male,Yes,0,Graduate,No,7845,8218.47,543.0,360.0,0.0,Vehicle,N
LP02859,Male,Yes,2,Graduate,No,3866,1222.7,273.2,360.0,0.0,Vehicle,N
LP02860,Female,No,2,Not Graduate,No,4896,2792.32,301.9,360.0,0.0,None,N
LP02861,Female,No,3+,Not Graduate,No,5047,4138.66,238.8,360.0,0.0,None,Y
LP02862,Female,Yes,2,Not Graduate,No,3535,7145.45,247.3,360.0,0.0,Real Estate,N
LP02863,Female,No,2,Not Graduate,No,4843,289.74,348.9,360.0,0.0,None,Y
LP02864,Male,Yes,1,Not Graduate,No,4350,8754.13,146.6,360.0,0.0,Vehicle,N
LP02865,Male,Yes,2,Graduate,No,13369,11042.34,232.7,240.0,0.0,Vehicle,N
LP02866,Female,Yes,3+,Not Graduate,No,16087,2583.71,414.0,360.0,0.0,None,Y
LP02867,Male,No,1,Not Graduate,No,7515,5575.05,366.8,360.0,1.0,None,N
LP02868,Male,No,3+,Not Graduate,No,7452,702.16,459.7,360.0,1.0,Vehicle,N
LP02869,Female,No,2,Not Graduate,No,12831,9262.14,258.6,360.0,0.0,None,Y
LP02870,Male,No,3+,Not Graduate,Yes,7339,4001.39,204.2,360.0,1.0,Real Estate,N
LP02871,Male,Yes,1,Graduate,No,5029,5993.24,184.7,360.0,0.0,Vehicle,Y
LP02872,Male,Yes,0,Not Graduate,No,6288,5748.25,296.9,120.0,0.0,Vehicle,Y
LP02873,Male,No,3+,Not Graduate,No,6065,2987.2,360.7,180.0,1.0,None,N
LP02874,Male,No,3+,Graduate,No,6935,352.33,523.6,360.0,1.0,Vehicle,N
LP02875,Male,No,1,Not Graduate,No,6222,4414.67,253.1,360.0,0.0,Vehicle,N
LP02876,Male,Yes,1,Not Graduate,No,4133,831.69,296.1,360.0,0.0,None,Y
LP02877,Female,Yes,3+,Not Graduate,No,5486,7777.8,180.8,360.0,0.0,None,Y
LP02878,Female,Yes,2,Not Graduate,No,3470,5360.7,365.9,360.0,1.0,Real Estate,N
LP02879,Male,No,3+,Not Graduate,No,5054,3389.97,128.9,360.0,0.0,None,Y
LP02880,Female,No,1,Not Graduate,No,6159,5775.18,473.0,360.0,0.0,None,Y
LP02881,Male,Yes,0,Not Graduate,No,5733,6977.01,298.0,360.0,1.0,Real Estate,N
LP02882,Male,No,0,Not Graduate,No,3947,1312.46,319.3,360.0,1.0,Vehicle,N
LP02883,Male,Yes,2,Graduate,No,10306,6550.76,139.6,180.0,1.0,None,Y
LP02884,Male,No,3+,Graduate,No,4203,746.33,302.4,360.0,1.0,None,Y
LP02885,Male,No,0,Not Graduate,No,6581,9505.12,345.7,360.0,0.0,None,Y
LP02886,Female,No,3+,Not Graduate,No,7485,417.12,286.1,360.0,0.0,None,Y
LP02887,Male,No,1,Not Graduate,No,6362,2565.49,123.1,360.0,0.0,Vehicle,N
LP02888,Female,Yes,0,Not Graduate,No,5397,983.93,328.3,360.0,0.0,Real Estate,N
LP02889,Female,Yes,2,Graduate,No,3215,5835.34,418.4,360.0,1.0,Real Estate,N
LP02890,Male,Yes,1,Not Graduate,Yes,4593,3559.82,339.1,360.0,1.0,Real Estate,Y
LP02891,Female,Yes,2,Not Graduate,No,8895,4680.66,564.4,360.0,0.0,None,Y
LP02892,Male,Yes,1,Not Graduate,No,3331,2859.8,297.0,360.0,0.0,Real Estate,N
LP02893,Female,Yes,0,Not Graduate,No,3321,2085.92,447.2,360.0,0.0,Real Estate,N
LP02894,Female,Yes,2,Graduate,No,7892,955.19,289.4,360.0,1.0,Real Estate,Y
LP02895,Male,No,2,Not Graduate,No,3546,7270.26,214.3,360.0,1.0,Real Estate,N
LP02896,Female,No,1,Not Graduate,No,4532,2725.75,327.0,360.0,1.0,Vehicle,Y
LP02897,Male,Yes,2,Not Graduate,No,5310,2343.15,311.3,360.0,0.0,Vehicle,N
LP02898,Female,Yes,1,Not Graduate,Yes,7835,7184.33,276.0,360.0,0.0,Real Estate,N
LP02899,Male,Yes,1,Graduate,Yes,4773,8035.58,161.0,180.0,1.0,Vehicle,N
LP02900,Male,Yes,1,Graduate,No,8583,6611.3,118.2,360.0,0.0,Vehicle,Y
LP02901,Male,No,1,Not Graduate,No,9845,8410.89,332.7,360.0,1.0,Real Estate,N
LP02902,Female,No,0,Not Graduate,No,8470,2339.12,209.4,360.0,1.0,Vehicle,Y
LP02903,Female,Yes,1,Not Graduate,No,3970,127.6,380.0,360.0,0.0,None,Y
LP02904,Male,Yes,3+,Graduate,No,7075,8128.01,273.4,360.0,0.0,None,Y
LP02905,Female,Yes,2,Not Graduate,No,9801,9325.06,417.0,240.0,0.0,Real Estate,Y
LP02906,Male,Yes,3+,Not Graduate,No,4270,4162.3,232.7,360.0,0.0,Real Estate,Y
LP02907,Female,No,0,Not Graduate,Yes,3092,1291.18,396.2,360.0,0.0,Vehicle,N
LP02908,Male,Yes,3+,Not Graduate,No,7740,6111.26,311.8,360.0,1.0,Real Estate,N
LP02909,Male,No,2,Not Graduate,Yes,10919,2847.78,193.5,360.0,0.0,Vehicle,N
LP02910,Female,Yes,3+,Not Graduate,Yes,5233,1344.88,604.4,180.0,1.0,Real Estate,N
LP02911,Male,Yes,0,Graduate,No,5742,7273.3,303.7,360.0,0.0,Real Estate,N
LP02912,Male,No,1,Graduate,No,10069,7341.53,241.1,360.0,0.0,Vehicle,Y
LP02913,Female,No,3+,Not Graduate,No,5285,3702.76,112.3,360.0,0.0,None,Y
LP02914,Female,Yes,0,Not Graduate,No,4638,3592.99,441.0,360.0,0.0,None,Y
LP02915,Male,No,0,Not Graduate,No,7356,2024.34,273.2,360.0,0.0,None,Y
LP02916,Female,Yes,2,Not Graduate,No,11790,3345.44,432.1,360.0,0.0,Vehicle,N
LP02917,Female,Yes,2,Not Graduate,No,12575,2132.94,453.2,360.0,0.0,Real Estate,N
LP02918,Male,Yes,3+,Graduate,No,8636,7626.02,172.1,360.0,0.0,Vehicle,Y
LP02919,Male,No,1,Not Graduate,No,7250,2683.28,118.3,360.0,0.0,None,Y
LP02920,Male,Yes,0,Not Graduate,No,10084,10599.81,221.0,360.0,0.0,Real Estate,N
LP02921,Female,No,3+,Not Graduate,No,4315,4833.45,375.2,360.0,0.0,Real Estate,Y
LP02922,Male,Yes,0,Graduate,No,3714,8165.12,104.9,360.0,0.0,None,Y
LP02923,Male,No,0,Not Graduate,No,16011,5506.29,269.4,360.0,1.0,Real Estate,N
LP02924,Male,No,1,Not Graduate,No,4696,4173.09,167.1,120.0,1.0,Vehicle,N
LP02925,Female,No,1,Not Graduate,Yes,7427,7438.33,291.6,360.0,0.0,Real Estate,N
LP02926,Female,No,3+,Not Graduate,No,11220,2199.47,252.0,180.0,0.0,Real Estate,N
LP02927,Female,Yes,1,Not Graduate,No,3095,3741.89,436.5,180.0,0.0,None,N
LP02928,Male,Yes,1,Not Graduate,No,11824,3059.81,286.3,360.0,0.0,Real Estate,Y
LP02929,Female,Yes,3+,Graduate,No,12170,2445.49,415.2,360.0,1.0,Vehicle,Y
LP02930,Male,No,1,Graduate,No,8853,1757.22,132.5,360.0,0.0,None,Y
LP02931,Female,No,2,Not Graduate,No,8425,7454.41,219.9,360.0,0.0,None,Y
LP02932,Male,Yes,0,Not Graduate,Yes,11188,12904.34,108.7,360.0,1.0,Real Estate,N
LP02933,Male,No,0,Graduate,No,9130,4343.85,311.1,360.0,0.0,Real Estate,N
LP02934,Female,Yes,0,Graduate,Yes,9038,13535.63,374.2,360.0,0.0,Real Estate,N
LP02935,Male,No,0,Not Graduate,No,7153,2443.95,283.2,360.0,0.0,None,Y
LP02936,Female,Yes,3+,Not Graduate,No,5840,1681.18,280.1,360.0,0.0,Vehicle,N
LP02937,Male,Yes,0,Not Graduate,No,5341,6032.95,285.7,360.0,1.0,Real Estate,N
LP02938,Female,Yes,0,Not Graduate,No,12876,2460.21,730.8,360.0,0.0,Real Estate,Y
LP02939,Male,Yes,0,Not Graduate,No,4424,4186.23,188.4,360.0,1.0,Real Estate,N
LP02940,Male,Yes,0,Graduate,No,6393,3141.59,103.2,360.0,0.0,Vehicle,Y
LP02941,Male,No,2,Not Graduate,No,3151,3167.31,487.9,360.0,1.0,Vehicle,N
LP02942,Male,No,0,Not Graduate,No,3432,10396.66,501.2,120.0,1.0,Real Estate,N
LP02943,Male,Yes,2,Graduate,No,5785,668.28,246.6,360.0,1.0,Real Estate,Y
LP02944,Male,Yes,3+,Not Graduate,Yes,8187,12793.43,199.8,360.0,1.0,Vehicle,N
LP02945,Female,Yes,1,Not Graduate,No,4721,3916.41,260.7,360.0,1.0,Real Estate,N
LP02946,Female,Yes,0,Not Graduate,No,6609,10540.61,259.5,360.0,0.0,None,Y
LP02947,Female,Yes,1,Not Graduate,Yes,8931,14025.35,230.8,360.0,1.0,Real Estate,N
LP02948,Female,Yes,1,Graduate,No,9085,4955.63,188.4,120.0,0.0,Vehicle,Y
LP02949,Male,Yes,3+,Not Graduate,No,7689,3489.64,366.2,360.0,0.0,None,N
LP02950,Female,Yes,1,Not Graduate,Yes,7924,1782.55,523.0,240.0,0.0,Vehicle,Y
LP02951,Male,No,2,Not Graduate,No,6321,4876.28,390.2,360.0,1.0,Vehicle,N
LP02952,Female,No,1,Not Graduate,Yes,6752,233.02,267.9,360.0,1.0,None,Y
LP02953,Male,Yes,1,Not Graduate,No,8772,6928.4,249.7,360.0,1.0,Real Estate,N
LP02954,Male,Yes,1,Graduate,No,3696,9149.62,407.0,180.0,0.0,Real Estate,N
